id,name,set_name,rarity,type,supertype,color,cost,might,tags,effect,flavor,promo,banned,errata,url
VEN-011,Pendulum Blade,Vendetta,Uncommon,Gear,,Fury,3,,Equipment,[Equip] {Fury Rune} ({Fury Rune}: Attach this to a unit you control.),,False,False,,https://riftbound.gg/cards/ven-011-pendulum-blade/
VEN-012,Perfect Execution,Vendetta,Uncommon,Spell,,Fury,3,,,"Ready a unit and give it [Assault 3] this turn. (+3 {Might} while it's an attacker.)
[Flow] {3 Energy}{Fury Rune} (You may play this from your trash for its Flow cost. Then banish it.)",,False,False,,https://riftbound.gg/cards/ven-012-perfect-execution/
VEN-013,Shadow Assassin,Vendetta,Uncommon,Unit,,Fury,5,5,Ionia,I enter ready if you have a card with my name in your trash.,,False,False,,https://riftbound.gg/cards/ven-013-shadow-assassin/
VEN-014,Shadow Fiend,Vendetta,Uncommon,Unit,,Fury,2,2,Ionia,"[Empower] {2 Energy}{Fury Rune} ({2 Energy}{Fury Rune}: Empower me. Use only if not Empowered.)
[Empowered][>] I have [Assault 3]. (+3 {Might} while I'm an attacker.)",,False,False,,https://riftbound.gg/cards/ven-014-shadow-fiend/
VEN-015,Decree of Rage,Vendetta,Rare,Spell,,Fury,1,,,"[Action] (Play on your turn or in showdowns.)
This can't be countered.
Deal 4 to an enemy Calm ({Calm Rune}) unit.",,False,False,,https://riftbound.gg/cards/ven-015-decree-of-rage/
VEN-016,Eclipse Dragon,Vendetta,Rare,Unit,,Fury,8,8,Dragon; Mount Targon,"[Accelerate] (You may pay {1 Energy}{Fury Rune} as an additional cost to have me enter ready.)
When I move, if you control 4 or fewer runes, draw 1.",,False,False,,https://riftbound.gg/cards/ven-016-eclipse-dragon/
VEN-017,Morgana - Vindictive,Vendetta,Rare,Unit,Champion,Fury,5,5,Demacia; Morgana,"[Ambush] (You may play me as a [Reaction] to a battlefield where you have units.)
When you play me, deal damage to a unit equal to the damage marked on it.",,False,False,,https://riftbound.gg/cards/ven-017-morgana-vindictive/
VEN-018,Rage Amplifier,Vendetta,Rare,Gear,,Fury,4,,,"[Empower] {6 Energy}{Fury Rune} ({6 Energy}{Fury Rune}: Empower this. Use only if not Empowered.)
Your units have +1 {Might}. If I'm [Empowered], they have +2 {Might} instead.",,False,False,,https://riftbound.gg/cards/ven-018-rage-amplifier/
VEN-019,Renekton - Rage Fueled,Vendetta,Rare,Unit,Champion,Fury,6,6,Shurima; Renekton,"[Accelerate] (You may pay {1 Energy}{Fury Rune} as an additional cost to have me enter ready.)
When I attack, if you control 4 or fewer runes, deal 2 to all enemy units here.",“There is no retreat.”,False,False,,https://riftbound.gg/cards/ven-019-renekton-rage-fueled/
VEN-019A,Renekton - Rage Fueled,Vendetta,Rare,Unit,Champion,Fury,6,6,Renekton,"[Accelerate]
When I attack, if you control 4 or fewer runes, deal 2 to all enemy units here.",“What? Do I have someone in my teeth?”,False,False,,https://riftbound.gg/cards/ven-019a-renekton-rage-fueled/
VEN-020,Twilight Reveler,Vendetta,Rare,Unit,,Fury,3,3,Ionia,"When I attack, ready another friendly unit.",,False,False,,https://riftbound.gg/cards/ven-020-twilight-reveler/
VEN-021,Akali - Deadly Weapon,Vendetta,Epic,Unit,Champion,Fury,3,3,Ionia; Akali,"[Empower] {2 Energy}{Fury Rune} ({2 Energy}{Fury Rune}: Empower me. Use only if not Empowered.)
When I move, you may deal 1 to a unit at a battlefield I moved to or from. If I'm [Empowered], deal 2 instead.
[Empowered][>] I have +1 {Might}.",,False,False,,https://riftbound.gg/cards/ven-021-akali-deadly-weapon/
VEN-021A,Akali - Deadly Weapon,Vendetta,Epic,Unit,Champion,Fury,3,3,Akali,"[Empower] {2 Energy}{Fury Rune}
When I move, you may deal 1 to a unit at a battlefield I moved to or from. If I'm [Empowered], deal 2 instead.
[Empowered][>] I have +1 {Might}..",,False,False,,https://riftbound.gg/cards/ven-021a-akali-deadly-weapon/
VEN-022,Endless Riches,Vendetta,Epic,Gear,,Fury,5,,,"When you play this, banish your hand and trash, then [Burn 7].
Skip your Draw Phase.
You may play cards from your trash.
If a card would go to your trash from anywhere other than your Main Deck, banish it instead.",,False,False,,https://riftbound.gg/cards/ven-022-endless-riches/
VEN-023,Zed - From the Shadows,Vendetta,Epic,Unit,Champion,Fury,4,4,Ionia; Zed,"You may discard 1 as an additional cost to play me.
When you play me, if you paid the additional cost, play a 0 {Might} Shadow Clone unit token. (It has ""When I attack, you may banish a unit from your trash. If you do, give me [Assault 4] this turn."")",,False,False,,https://riftbound.gg/cards/ven-023-zed-from-the-shadows/
VEN-023A,Zed - From the Shadows,Vendetta,Epic,Unit,Champion,Fury,4,4,Zed,"You may discard 1 as an additional cost to play me.
When you play me, if you paid the additional cost, play a 0 {Might} Shadow Clone unit token.",,False,False,,https://riftbound.gg/cards/ven-023a-zed-from-the-shadows/
VEN-024,Affectionate Poro,Vendetta,Common,Unit,,Calm,3,3,Poro; Noxus,"When a combat that I was in ends, if I haven't been dealt damage this turn, draw 1.",,False,False,,https://riftbound.gg/cards/ven-024-affectionate-poro/
VEN-025,Esteemed Hierophant,Vendetta,Common,Unit,,Calm,5,5,Shurima,"While you control 7 or more runes, prevent all damage that enemy spells and abilities would deal to me.",,False,False,,https://riftbound.gg/cards/ven-025-esteemed-hierophant/
VEN-026,Field Musicians,Vendetta,Common,Unit,,Calm,4,3,Ionia,"When you play me, give a unit +3 {Might} this turn.",,False,False,,https://riftbound.gg/cards/ven-026-field-musicians/
VEN-027,Hand Hammer,Vendetta,Common,Gear,,Calm,2,,Equipment,[Equip] {Calm Rune} ({Calm Rune}: Attach this to a unit you control.),,False,False,,https://riftbound.gg/cards/ven-027-hand-hammer/
VEN-028,Mournful Witness,Vendetta,Common,Unit,,Calm,2,2,Fae; Ionia,"When a combat that I was in ends, empower me. (I become Empowered if I'm not already.)
[Empowered][>] I have +2 {Might}.",,False,False,,https://riftbound.gg/cards/ven-028-mournful-witness/
VEN-029,Ol' Poro,Vendetta,Common,Unit,,Calm,2,4,Poro; Bandle City,"I can't be played on your first, second, or third turns.",,False,False,,https://riftbound.gg/cards/ven-029-ol-poro/
VEN-030,Serene Ascetic,Vendetta,Common,Unit,,Calm,3,3,Ionia,"[Empower] {3 Energy} ({3 Energy}: Empower me. Use only if not Empowered.)
[Empowered][>] I have [Deflect] and [Shield 3]. (Opponents must pay {Any Rune} to choose me with a spell or ability.+3 {Might} while I'm a defender.)",,False,False,,https://riftbound.gg/cards/ven-030-serene-ascetic/
VEN-031,Twilight Shroud,Vendetta,Common,Spell,,Calm,1,,,"Give a friendly unit +1 {Might} this turn. It can't be chosen by enemy spells and abilities this turn.
[Flow] {2 Energy} (You may play this from your trash for its Flow cost. Then banish it.)",“I make problems … disappear.” —Akali,False,False,,https://riftbound.gg/cards/ven-031-twilight-shroud/
VEN-032,Frostcoat Mother,Vendetta,Uncommon,Unit,,Calm,3,3,Dog; Freljord,"[Empower] {12 Energy}. This ability costs {1 Energy} less for each rune you control. (Pay the cost: Empower me. Use only if not Empowered.)
[Empowered][>] I have +3 {Might}.",,False,False,,https://riftbound.gg/cards/ven-032-frostcoat-mother/
VEN-033,Pakaa Protector,Vendetta,Uncommon,Unit,,Calm,5,4,Cat; Shurima,"When I move, reveal the top card of your Main Deck. If it's a unit, draw it. Otherwise, put it in your trash and give me +2 {Might} this turn.",,False,False,,https://riftbound.gg/cards/ven-033-pakaa-protector/
VEN-034,Resonating Strike,Vendetta,Uncommon,Spell,,Calm,2,,,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
[Reaction] (Play on your turn or in showdowns.)
Choose a battlefield you control and a unit you control at a different location. Move that unit to that battlefield and give it +2 {Might} this turn.",,False,False,,https://riftbound.gg/cards/ven-034-resonating-strike/
VEN-035,Sanction,Vendetta,Uncommon,Spell,,Calm,3,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Choose one —Empower a unit. Disempower it at end of turn.Disempower a unit that's [Empowered]. Empower it at end of turn.",,False,False,,https://riftbound.gg/cards/ven-035-sanction/
VEN-036,Sandstone Chimera,Vendetta,Uncommon,Unit,,Calm,7,8,Shurima,"While I'm at a battlefield, players only channel 1 rune at the start of their Channel Phase.",,False,False,,https://riftbound.gg/cards/ven-036-sandstone-chimera/
VEN-037,Tomb-Raider Barbara,Vendetta,Uncommon,Unit,,Calm,4,4,Shurima,"When you play me, if you control 7 or more runes, choose an enemy gear. If it's [Empowered], disempower it. Otherwise, kill it.","Wait for her signal. Don't worry, you'll know.",False,False,,https://riftbound.gg/cards/ven-037-tomb-raider-barbara/
VEN-038,Akali - Silent,Vendetta,Rare,Unit,Champion,Calm,4,4,Ionia; Akali,"I can't be chosen by enemy spells and abilities unless I'm in combat.
When I move to a battlefield, give me +2 {Might} this turn.",,False,False,,https://riftbound.gg/cards/ven-038-akali-silent/
VEN-038A,Akali - Silent,Vendetta,Rare,Unit,Champion,Calm,4,4,Akali,"I can't be chosen by enemy spells and abilities unless I'm in combat.
When I move to a battlefield, give me +2 {Might} this turn.",,False,False,,https://riftbound.gg/cards/ven-038a-akali-silent/
VEN-039,Crumbling Sands,Vendetta,Rare,Spell,,Calm,1,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Counter a spell if an opponent has played another spell this turn.",,False,False,,https://riftbound.gg/cards/ven-039-crumbling-sands/
VEN-040,Decree of Focus,Vendetta,Rare,Spell,,Calm,1,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Choose a friendly unit that's in combat with an enemy Fury ({Fury Rune}) unit or that's being chosen by an enemy Fury spell. Give it +4 {Might} this turn.",,False,False,,https://riftbound.gg/cards/ven-040-decree-of-focus/
VEN-041,Riven - Shattered,Vendetta,Rare,Unit,Champion,Calm,3,3,Noxus; Riven,"[Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for {Any Rune} less, even if it's already attached.)
When I attack, choose an enemy unit here. Deal 2 to it for each Equipment attached to me.",“A sword mirrors its owner.”,False,False,,https://riftbound.gg/cards/ven-041-riven-shattered/
VEN-042,Shen - Scourge of Shadows,Vendetta,Rare,Unit,Champion,Calm,5,6,Shen; Ionia,"When I hold, if there is exactly one other unit you control here, draw 1.",“Our wills align.”,False,False,,https://riftbound.gg/cards/ven-042-shen-scourge-of-shadows/
VEN-042A,Shen - Scourge of Shadows,Vendetta,Rare,Unit,Champion,Calm,5,6,Shen,"When I hold, if there is exactly one other unit you control here, draw 1.",“Our wills align.”,False,False,,https://riftbound.gg/cards/ven-042a-shen-scourge-of-shadows/
VEN-043,Steel Paws,Vendetta,Rare,Unit,,Calm,1,,Cat; Piltover,"[Deflect] (Opponents must pay {Any Rune} to choose me with a spell or ability.)
[Empower] {7 Energy} ({7 Energy}: Empower me. Use only if not Empowered.)
[Empowered][>] I have +7 {Might}.",,False,False,,https://riftbound.gg/cards/ven-043-steel-paws/
VEN-044,Astral Heron,Vendetta,Epic,Unit,,Calm,7,7,Bird; Mount Targon,"When you play your first card each turn, if I'm at a battlefield, your next card costs {2 Energy}{Any Rune}{Any Rune} less.",,False,False,,https://riftbound.gg/cards/ven-044-astral-heron/
VEN-045,Helm of Suppression,Vendetta,Epic,Gear,,Calm,4,,,"[Empower] {4 Energy}{Calm Rune} ({4 Energy}{Calm Rune}: Empower this. Use only if not Empowered.)
Opponents' spells cost {1 Energy} more. If this is [Empowered], they cost {1 Energy}{Any Rune} more instead.",,False,False,,https://riftbound.gg/cards/ven-045-helm-of-suppression/
VEN-046,Nasus - Ascended,Vendetta,Epic,Unit,Champion,Calm,8,8,Dog; Shurima; Nasus,"[Deflect 2] (Opponents must pay {Any Rune}{Any Rune} to choose me with a spell or ability.)
[Empower] {8 Energy} ({8 Energy}: Empower me. Use only if not Empowered.)
[Empowered][>] When I conquer, you score 1 point.",“Eternity is beyond your reach.”,False,False,,https://riftbound.gg/cards/ven-046-nasus-ascended/
VEN-046A,Nasus - Ascended,Vendetta,Epic,Unit,Champion,Calm,8,8,Dog; Nasus,"[Deflect 2]
[Empower] {8 Energy}
[Empowered][>] When I conquer, you score 1 point.",“Eternity is beyond your reach.”,False,False,,https://riftbound.gg/cards/ven-046a-nasus-ascended/
VEN-047,Apprentice Mage,Vendetta,Common,Unit,,Mind,3,3,Bilgewater,"[Empower] {2 Energy} ({2 Energy}: Empower me. Use only if not Empowered.)
When I become [Empowered], [Predict 2]. (Look at the top 2 cards of your Main Deck. Recycle any of them and put the rest back in any order.)
[Empowered][>] I have +1 {Might}.",,False,False,,https://riftbound.gg/cards/ven-047-apprentice-mage/
VEN-048,Cloud Drake,Vendetta,Common,Unit,,Mind,6,5,Dragon; Demacia,"When you play me, draw 1.",These things are a cirrus problem.,False,False,,https://riftbound.gg/cards/ven-048-cloud-drake/
VEN-049,Dredge Up,Vendetta,Common,Spell,,Mind,2,,,"Draw 1.
[Flow] {2 Energy} (You may play this from your trash for its Flow cost. Then banish it.)",,False,False,,https://riftbound.gg/cards/ven-049-dredge-up/
VEN-050,Grumpy Rockbear,Vendetta,Common,Unit,,Mind,4,4,Shurima,"[Empower] {12 Energy}. This ability costs {1 Energy} less for each rune you control. (Pay the cost: Empower me. Use only if not Empowered.)
[Empowered][>] I have [Deflect] and [Shield 3]. (Opponents must pay {Any Rune} to choose me with a spell or ability.+3 {Might} while I'm a defender.)",,False,False,,https://riftbound.gg/cards/ven-050-grumpy-rockbear/
VEN-051,Iterative Design,Vendetta,Common,Spell,,Mind,4,,,"Play a 3 {Might} Mech unit token.
[Flow] {2 Energy}{Mind Rune} (You may play this from your trash for its Flow cost. Then banish it.)",,False,False,,https://riftbound.gg/cards/ven-051-iterative-design/
VEN-052,Mesmerize,Vendetta,Common,Spell,,Mind,1,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Choose one —Return a friendly unit to its owner's hand.Give an enemy unit -2 {Might} this turn.",,False,False,,https://riftbound.gg/cards/ven-052-mesmerize/
VEN-053,Otterpus,Vendetta,Uncommon,Unit,,Mind,2,2,Bandle City,"If a player would score 1 point from conquering or holding during their first or second turn, they draw 1 instead.",,False,False,,https://riftbound.gg/cards/ven-053-otterpus/
VEN-054,Questionable Tome,Vendetta,Common,Gear,,Mind,3,,,"[Empower] —  {Exhaust} (Pay the cost: Empower me. Use only if not Empowered.)
Disempower this, {1 Energy}, {Exhaust}: Draw 1.",,False,False,,https://riftbound.gg/cards/ven-054-questionable-tome/
VEN-055,Applied Researchers,Vendetta,Uncommon,Unit,,Mind,4,4,Shurima,"[Empower] {3 Energy} ({3 Energy}: Empower me. Use only if not Empowered.)
[Empowered][>] Your spells cost {1 Energy}{Any Rune} less, to a minimum of {1 Energy}.",,False,False,,https://riftbound.gg/cards/ven-055-applied-researchers/
VEN-056,Clairvoyance,Vendetta,Uncommon,Spell,,Mind,7,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
[Predict 5]. (Look at the top 5 cards of your Main Deck. Recycle any of them and put the rest back in any order.)
Draw 2.",,False,False,,https://riftbound.gg/cards/ven-056-clairvoyance/
VEN-057,Covert Informant,Vendetta,Uncommon,Unit,,Mind,3,4,Noxus,"[Empower] {3 Energy} ({3 Energy}: Empower me. Use only if not Empowered.)
[Empowered][>] When I move, draw 1.",,False,False,,https://riftbound.gg/cards/ven-057-covert-informant/
VEN-058,Patched Porobot,Vendetta,Common,Unit,,Mind,2,2,Mech; Poro; Piltover,"(I enter exhausted.)
When you play me, if you control 3 or more other gear, draw 1.",Attempts to synthetically replicate a poro's whimsy and pure adorable nature have yielded mixed results.,False,False,,https://riftbound.gg/cards/ven-058-patched-porobot/
VEN-059,Shock Blast,Vendetta,Uncommon,Spell,,Mind,3,,,"[Action] (Play on your turn or in showdowns.)
This costs {2 Energy} less if you control something that's [Empowered].
Deal 4 to a unit at a battlefield.",,False,False,,https://riftbound.gg/cards/ven-059-shock-blast/
VEN-060,Sky Cruiser,Vendetta,Uncommon,Unit,,Mind,4,3,Piltover,"Discard a gear, {1 Energy}, {Exhaust}: Deal 4 to a unit at a battlefield.",,False,False,,https://riftbound.gg/cards/ven-060-sky-cruiser/
VEN-061,Decree of Insight,Vendetta,Rare,Spell,,Mind,1,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Ignore [Deflect] while paying this spell's cost.
Give an enemy Body ({Body Rune}) unit -5 {Might} this turn.",Force is artless. Be inspired.,False,False,,https://riftbound.gg/cards/ven-061-decree-of-insight/
VEN-062,Hextech Formula,Vendetta,Rare,Gear,,Mind,2,,,"This enters exhausted.
{Exhaust}: Empower another gear. (It becomes Empowered if it's not already.)",,False,False,,https://riftbound.gg/cards/ven-062-hextech-formula/
VEN-063,Nasus - Guardian of Knowledge,Vendetta,Rare,Unit,Champion,Mind,5,6,Dog; Shurima; Nasus,"Once each turn, when an enemy unit here dies, channel 1 rune exhausted.",,False,False,,https://riftbound.gg/cards/ven-063-nasus-guardian-of-knowledge/
VEN-063A,Nasus - Guardian of Knowledge,Vendetta,Rare,Unit,Champion,Mind,5,6,Dog; Nasus,"Once each turn, when an enemy unit here dies, channel 1 rune exhausted.",,False,False,,https://riftbound.gg/cards/ven-063a-nasus-guardian-of-knowledge/
VEN-064,Plaza Guardian,Vendetta,Rare,Unit,,Mind,10,8,Mech; Piltover,"I cost {1 Energy} less for each gear you control.
[Deflect] (Opponents must pay {Any Rune} to choose me with a spell or ability.)",,False,False,,https://riftbound.gg/cards/ven-064-plaza-guardian/
VEN-065,Swain - Visionary,Vendetta,Rare,Unit,Champion,Mind,6,6,Noxus; Swain; Demon,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
When I conquer, if you've played a non-token unit, a non-token gear, and a spell this turn, you score 1 point.",,False,False,,https://riftbound.gg/cards/ven-065-swain-visionary/
VEN-066,Temporal Breach,Vendetta,Rare,Spell,,Mind,2,,,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
Banish a unit, then its owner plays it to the same location, ignoring its cost.",,False,False,,https://riftbound.gg/cards/ven-066-temporal-breach/
VEN-067,Bottled Constellation,Vendetta,Epic,Gear,,Mind,10,,,"At the start of your Main Phase, you may kill 3 other friendly units and/or gear to score 1 point.",,False,False,,https://riftbound.gg/cards/ven-067-bottled-constellation/
VEN-068,Jayce - Brilliant Inventor,Vendetta,Epic,Unit,Champion,Mind,6,6,Jayce; Piltover,"When you play me or the first time you play a non-token gear each turn, you may ready something besides me that's exhausted.",“I will light our path.”,False,False,,https://riftbound.gg/cards/ven-068-jayce-brilliant-inventor/
VEN-068A,Jayce - Brilliant Inventor,Vendetta,Epic,Unit,Champion,Mind,6,6,Jayce,"When you play me or the first time you play a non-token gear each turn, you may ready something besides me that's exhausted.",“I will light our path.”,False,False,,https://riftbound.gg/cards/ven-068a-jayce-brilliant-inventor/
VEN-069,Mel - Newly Awakened,Vendetta,Epic,Unit,Champion,Mind,4,4,Noxus; Mel,"When you play me, draw 1.
[Empower] {3 Energy} ({3 Energy}: Empower me. Use only if not Empowered.)
[Empowered][>] Your spells and abilities can't be countered. If a spell or ability you control would give -{Might} to a unit it chooses, it gives an additional -1 {Might}.",,False,False,,https://riftbound.gg/cards/ven-069-mel-newly-awakened/
VEN-069A,Mel - Newly Awakened,Vendetta,Epic,Unit,Champion,Mind,4,4,Mel,"When you play me, draw 1.
[Empower] {3 Energy}
[Empowered][>] Your spells and abilities can't be countered. If a spell or ability you control would give -{Might} to a unit it chooses, it gives an additional -1 {Might}.",,False,False,,https://riftbound.gg/cards/ven-069a-mel-newly-awakened/
VEN-070,Brutal Hunter,Vendetta,Common,Unit,,Body,3,4,Noxus,"[Empower] {3 Energy} ({3 Energy}: Empower me. Use only if not Empowered.)
[Empowered][>] I have +2 {Might} and [Ganking]. (I can move from battlefield to battlefield.)",,False,False,,https://riftbound.gg/cards/ven-070-brutal-hunter/
VEN-071,Fretful Feline,Vendetta,Common,Unit,,Body,6,5,Cat; Piltover,"When I become ready, give me +2 {Might} this turn.",,False,False,,https://riftbound.gg/cards/ven-071-fretful-feline/
VEN-072,Guttural Roar,Vendetta,Common,Spell,,Body,2,,,"[Action] (Play on your turn or in showdowns.)
Give a unit +2 {Might} this turn. If it's [Empowered], give it +4 {Might} this turn instead.",,False,False,,https://riftbound.gg/cards/ven-072-guttural-roar/
VEN-073,Jagged Cutlass,Vendetta,Common,Gear,,Body,3,,Equipment,Equip {Body Rune} ({Body Rune}: Attach this to a unit you control.),I can’t be moved by enemy spells and abilities.,False,False,,https://riftbound.gg/cards/ven-073-jagged-cutlass/
VEN-074,Legion Marauder,Vendetta,Common,Unit,,Body,2,2,Trifarian; Noxus,"[Empower] — {1 Energy} or {Body Rune} (Pay either cost: Empower me. Use only if not Empowered.)
[Empowered][>] I have +1 {Might}.",,False,False,,https://riftbound.gg/cards/ven-074-legion-marauder/
VEN-075,Platewyrm Egg,Vendetta,Common,Gear,,Body,3,,,"This enters exhausted.
[Empower] — {1 Energy}, {Exhaust} (Pay the cost: Empower this. Use only if not Empowered.)
[Reaction][>] {Exhaust}: [Add] {1 Energy}. If this is [Empowered], [Add] {2 Energy} instead.",,False,False,,https://riftbound.gg/cards/ven-075-platewyrm-egg/
VEN-076,Repair Specialist,Vendetta,Common,Unit,,Body,3,3,Zaun,I have [Assault] equal to the number of gear you control. (+1 {Might} while I'm an attacker for each instance of Assault.),,False,False,,https://riftbound.gg/cards/ven-076-repair-specialist/
VEN-077,Tools of Empire,Vendetta,Common,Gear,,Body,4,,,"[Empower] {2 Energy} ({2 Energy}: Empower this. Use only if not Empowered.)
{Exhaust}: Give a unit +2 {Might} this turn. If this is [Empowered], give that unit +4 {Might} this turn instead.",,False,False,,https://riftbound.gg/cards/ven-077-tools-of-empire/
VEN-078,Baccai Witherclaw,Vendetta,Uncommon,Unit,,Body,4,4,Shurima,"[Empower] {1 Energy}{Any Rune}{Any Rune} ({1 Energy}{Any Rune}{Any Rune}: Empower me. Use only if not Empowered.)
[Empowered][>] I have +2 {Might}.
[Empowered][>][>>][Deathknell][>] Channel 2 runes exhausted. (When I die while Empowered, get the effect.)",,False,False,,https://riftbound.gg/cards/ven-078-baccai-witherclaw/
VEN-079,Dame the Despoiler,Vendetta,Uncommon,Unit,,Body,5,5,Noxus,"[Empower] {5 Energy}{Body Rune} ({5 Energy}{Body Rune}: Empower me. Use only if not Empowered.)
[Empowered][>] When I attack or defend, choose a unit here. Increase my Might to its Might this turn, then give me +1 {Might} this turn.",“Wanna see a show?!”,False,False,,https://riftbound.gg/cards/ven-079-dame-the-despoiler/
VEN-080,Noxian Demolitionist,Vendetta,Uncommon,Unit,,Body,2,1,Noxus,"When I conquer, you may kill a gear with Energy cost no more than my Might.",,False,False,,https://riftbound.gg/cards/ven-080-noxian-demolitionist/
VEN-081,Onslaught,Vendetta,Uncommon,Spell,,Body,4,,,"Give a unit +6 {Might} this turn.
[Flow] {4 Energy} (You may play this from your trash for its Flow cost. Then banish it.)",,False,False,,https://riftbound.gg/cards/ven-081-onslaught/
VEN-082,Profiteer,Vendetta,Uncommon,Unit,,Body,4,4,Shurima,"When you play me, you may disempower something you control to empower a legend, unit, or gear.",,False,False,,https://riftbound.gg/cards/ven-082-profiteer/
VEN-083,Rampage,Vendetta,Uncommon,Spell,,Body,3,,,"As you play this, you may pay {Body Rune} as an additional cost.
Choose a friendly unit and an enemy unit. If you paid the additional cost, give the friendly unit +2 {Might} this turn. They deal damage equal to their Mights to each other.",,False,False,,https://riftbound.gg/cards/ven-083-rampage/
VEN-084,Ambessa - The Wolf,Vendetta,Rare,Unit,Champion,Body,4,4,Noxus; Ambessa,"[Empower] {3 Energy}{Body Rune} ({3 Energy}{Body Rune}: Empower me. Use only if not Empowered.)
[Empowered][>] I have +3 {Might} and can't be dealt damage unless I'm in combat.",,False,False,,https://riftbound.gg/cards/ven-084-ambessa-the-wolf/
VEN-084A,Ambessa - The Wolf,Vendetta,Rare,Unit,Champion,Body,4,4,Ambessa,"[Empower] {3 Energy}{Body Rune}
[Empowered][>] I have +3 {Might} and can't be dealt damage unless I'm in combat.",,False,False,,https://riftbound.gg/cards/ven-084a-ambessa-the-wolf/
VEN-085,Decree of Strength,Vendetta,Rare,Spell,,Body,1,,,Choose an opponent. They reveal their hand and you choose a Mind ({Mind Rune}) card from it. They recycle that card.,,False,False,,https://riftbound.gg/cards/ven-085-decree-of-strength/
VEN-086,Gangplank - Naval,Vendetta,Rare,Unit,Champion,Body,6,6,Bilgewater; Gangplank,"[Empower] {Body Rune}{Body Rune} ({Body Rune}{Body Rune}: Empower me. Use only if not Empowered.)
[Empowered][>] If a spell or ability that chooses me would stun me, give me -{Might}, or return me to hand, give me +3 {Might} instead.",,False,False,,https://riftbound.gg/cards/ven-086-gangplank-naval/
VEN-087,Hextech Disc,Vendetta,Rare,Gear,,Body,4,,,"[Empower] — {Exhaust} (Pay the cost: Empower this. Use only if not Empowered.)
Disempower this, {1 Energy}, {Exhaust}: Play a 3 {Might} Mech unit token to your base.",,False,False,,https://riftbound.gg/cards/ven-087-hextech-disc/
VEN-088,Jayce - Hammer in Hand,Vendetta,Rare,Unit,Champion,Body,4,5,Jayce; Piltover,"When I become ready, choose one to give me this turn —[Assault 2] (+2 {Might} while I'm an attacker.)[Deflect 2] (Opponents must pay {Any Rune}{Any Rune} to choose me with a spell or ability.)[Ganking] (I can move from battlefield to battlefield.)",,False,False,,https://riftbound.gg/cards/ven-088-jayce-hammer-in-hand/
VEN-088A,Jayce - Hammer in Hand,Vendetta,Rare,Unit,Champion,Body,4,5,Jayce,"When I become ready, choose one to give me this turn —[Assault 2][Deflect 2][Ganking]",,False,False,,https://riftbound.gg/cards/ven-088a-jayce-hammer-in-hand/
VEN-089,Wild Claw,Vendetta,Rare,Spell,,Body,7,,,"Look at the top 5 cards of your Main Deck. You may banish a unit or gear from among them and play it, reducing its Energy cost by {5 Energy}. Recycle the rest. Then you may do this: Empower it. (It becomes Empowered if it's not already.)",,False,False,,https://riftbound.gg/cards/ven-089-wild-claw/
VEN-090,Cataclysmic Duel,Vendetta,Epic,Spell,,Body,8,,,Each player chooses a unit they control. Kill the rest.,,False,False,,https://riftbound.gg/cards/ven-090-cataclysmic-duel/
VEN-091,Corrupted Dragon,Vendetta,Epic,Unit,,Body,10,10,Dragon; Shadow Isles,"If your score is not within 3 points of the Victory Score, I enter ready.
When I attack, you may move any number of enemy units here each with 5 {Might} or less to their base.",,False,False,,https://riftbound.gg/cards/ven-091-corrupted-dragon/
VEN-092,Renekton - Brute,Vendetta,Epic,Unit,Champion,Body,5,4,Shurima; Renekton,"{1 Energy}: Give me +1 {Might} this turn.
When my Might becomes 10 or more, empower me. (I become Empowered if I'm not already.)
[Empowered][>] I have [Deflect] and [Ganking]. (Opponents must pay {Any Rune} to choose me with a spell or ability. I can move from battlefield to battlefield.)",,False,False,,https://riftbound.gg/cards/ven-092-renekton-brute/
VEN-092A,Renekton - Brute,Vendetta,Epic,Unit,Champion,Body,5,4,Renekton,"{1 Energy}: Give me +1 {Might} this turn.
When my Might becomes 10 or more, empower me.
[Empowered][>] I have [Deflect] and [Ganking].",,False,False,,https://riftbound.gg/cards/ven-092a-renekton-brute/
VEN-093,Kinkou Lifeblade,Vendetta,Common,Unit,,Chaos,4,4,Ionia,"[Empower] {2 Energy} ({2 Energy}: Empower me. Use only if not Empowered.)
[Empowered][>] I have +1 {Might} and [Ganking]. (I can move from battlefield to battlefield.)",His life is the blade. His blade is his life.,False,False,,https://riftbound.gg/cards/ven-093-kinkou-lifeblade/
VEN-094,Mask Mother,Vendetta,Uncommon,Unit,,Chaos,3,3,Spirit; Shadow Isles,"When you discard me, you may pay {1 Energy} to give a friendly unit +2 {Might} this turn.",,False,False,,https://riftbound.gg/cards/ven-094-mask-mother/
